#REF!;;#REF!;;;
Numéro d'Indentification;Genre;Village;Latitude du Village;Longitude du Village;
T2944;Homme;GUESSE;13,54138889;3,0525;
T2945;Homme;GUESSE;13,54138889;3,0525;
T2946;Homme;GUESSE;13,54138889;3,0525;
T2947;Homme;GUESSE;13,54138889;3,0525;
T2948;Homme;GUESSE;13,54138889;3,0525;
T2949;Homme;Gassira;12,974833;1,825833333;
T2950;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2951;Homme;Gassira;12,974833;1,825833333;
T2952;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2953;Homme;ARGOUM;13,69972222;4,187222222;
T2954;Homme;ARGOUM;13,69972222;4,187222222;
T2956;Homme;ARGOUM;13,69972222;4,187222222;
T2957;Homme;ARGOUM;13,69972222;4,187222222;
T2958;Homme;ARGOUM;13,69972222;4,187222222;
T2959;Homme;ARGOUM;13,69972222;4,187222222;
T2960;Homme;ARGOUM;13,69972222;4,187222222;
T2961;Homme;ARGOUM;13,69972222;4,187222222;
T2962;Homme;ARGOUM;13,69972222;4,187222222;
T2963;Homme;ARGOUM;13,69972222;4,187222222;
T2964;Homme;ARGOUM;13,69972222;4,187222222;
T2965;Homme;ARGOUM;13,69972222;4,187222222;
T2966;Homme;ARGOUM;13,69972222;4,187222222;
T2967;Homme;ARGOUM;13,69972222;4,187222222;
T2201;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2969;Homme;ARGOUM;13,69972222;4,187222222;
T2970;Homme;ARGOUM;13,69972222;4,187222222;
T2971;Homme;ARGOUM;13,69972222;4,187222222;
T2972;Homme;ARGOUM;13,69972222;4,187222222;
T2973;Homme;ARGOUM;13,69972222;4,187222222;
T2974;Homme;ARGOUM;13,69972222;4,187222222;
T2975;Homme;ARGOUM;13,69972222;4,187222222;
T2976;Homme;ARGOUM;13,69972222;4,187222222;
T2977;Homme;ARGOUM;13,69972222;4,187222222;
T2978;Homme;ARGOUM;13,69972222;4,187222222;
T2980;Homme;ARGOUM;13,69972222;4,187222222;
T2981;Homme;ARGOUM;13,69972222;4,187222222;
T2982;Homme;ARGOUM;13,69972222;4,187222222;
T2983;Homme;ARGOUM;13,69972222;4,187222222;
T2984;Homme;ARGOUM;13,69972222;4,187222222;
T2986;Homme;ARGOUM;13,69972222;4,187222222;
T2987;Homme;ARGOUM;13,69972222;4,187222222;
T2988;Homme;ARGOUM;13,69972222;4,187222222;
T2989;Homme;ARGOUM;13,69972222;4,187222222;
T2990;Homme;ARGOUM;13,69972222;4,187222222;
T2991;Homme;ARGOUM;13,69972222;4,187222222;
T2992;Homme;ARGOUM;13,69972222;4,187222222;
T2993;Homme;ARGOUM;13,69972222;4,187222222;
T2994;Homme;ARGOUM;13,69972222;4,187222222;
T2995;Homme;ARGOUM;13,69972222;4,187222222;
T2996;Homme;ARGOUM;13,69972222;4,187222222;
T2997;Homme;ARGOUM;13,69972222;4,187222222;
T2998;Homme;ARGOUM;13,69972222;4,187222222;
T2999;Homme;ARGOUM;13,69972222;4,187222222;
T3000;Homme;ARGOUM;13,69972222;4,187222222;
T3001;Homme;ARGOUM;13,69972222;4,187222222;
T3002;Homme;ARGOUM;13,69972222;4,187222222;
T3003;Homme;ARGOUM;13,69972222;4,187222222;
T3004;Homme;ARGOUM;13,69972222;4,187222222;
T3005;Homme;ARGOUM;13,69972222;4,187222222;
T3006;Homme;ARGOUM;13,69972222;4,187222222;
T3007;Homme;ARGOUM;13,69972222;4,187222222;
T3008;Homme;ARGOUM;13,69972222;4,187222222;
T3009;Homme;ARGOUM;13,69972222;4,187222222;
T3010;Homme;ARGOUM;13,69972222;4,187222222;
T3011;Homme;ARGOUM;13,69972222;4,187222222;
T3012;Homme;ARGOUM;13,69972222;4,187222222;
T3013;Homme;ARGOUM;13,69972222;4,187222222;
T3014;Homme;ARGOUM;13,69972222;4,187222222;
T3015;Homme;ARGOUM;13,69972222;4,187222222;
T3016;Homme;ARGOUM;13,69972222;4,187222222;
T3017;Homme;ARGOUM;13,69972222;4,187222222;
T3018;Homme;ARGOUM;13,69972222;4,187222222;
T3019;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3020;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3021;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3022;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3023;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3024;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3025;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3026;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3027;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3028;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3029;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3030;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3031;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3032;Homme;LIBORE ZARMA;13,52694444;2,430833333;
T3033;Homme;N'DOUNGA;13,41416667;2,372222222;
T3034;Homme;N'DOUNGA;13,41416667;2,372222222;
T3035;Homme;N'DOUNGA;13,41416667;2,372222222;
T3036;Homme;N'DOUNGA;13,41416667;2,372222222;
T3037;Homme;N'DOUNGA;13,41416667;2,372222222;
T3038;Homme;N'DOUNGA;13,41416667;2,372222222;
T304;Homme;Téra;14,00776;0,75306;
T3040;Homme;N'DOUNGA;13,41416667;2,372222222;
T3041;Homme;N'DOUNGA;13,41416667;2,372222222;
T3042;Homme;N'DOUNGA;13,41416667;2,372222222;
T3043;Homme;N'DOUNGA;13,41416667;2,372222222;
T3044;Homme;N'DOUNGA;13,41416667;2,372222222;
T3045;Homme;N'DOUNGA;13,41416667;2,372222222;
T3047;Homme;N'DOUNGA;13,41416667;2,372222222;
T3048;Homme;N'DOUNGA;13,41416667;2,372222222;
T3049;Homme;N'DOUNGA;13,41416667;2,372222222;
T3050;Homme;N'DOUNGA;13,41416667;2,372222222;
T3051;Homme;N'DOUNGA;13,41416667;2,372222222;
T3052;Homme;N'DOUNGA;13,41416667;2,372222222;
T3053;Homme;N'DOUNGA;13,41416667;2,372222222;
T3054;Homme;N'DOUNGA;13,41416667;2,372222222;
T3055;Homme;N'DOUNGA;13,41416667;2,372222222;
T3056;Homme;TILLABERY;14,3204466;1,43386583;
T3057;Homme;TILLABERY;14,3204466;1,43386583;
T3058;Homme;TILLABERY;14,3204466;1,43386583;
T3059;Homme;TILLABERY;14,3204466;1,43386583;
T3060;Homme;TILLABERY;14,3204466;1,43386583;
T3061;Homme;TILLABERY;14,3204466;1,43386583;
T3062;Homme;TILLABERY;14,3204466;1,43386583;
T3063;Homme;TILLABERY;14,3204466;1,43386583;
T3064;Homme;TILLABERY;14,3204466;1,43386583;
T3065;Homme;TILLABERY;14,3204466;1,43386583;
T3066;Homme;TILLABERY;14,3204466;1,43386583;
T3067;Homme;TILLABERY;14,3204466;1,43386583;
T3068;Homme;TILLABERY;14,3204466;1,43386583;
T774;Homme;Kokorou;13,95;0,94;
T3070;Homme;TILLABERY;14,3204466;1,43386583;
T3071;Homme;TILLABERY;14,3204466;1,43386583;
T3072;Homme;TILLABERY;14,3204466;1,43386583;
T1018;Homme;Kokorou;13,95;0,94;
T3074;Homme;TILLABERY;14,3204466;1,43386583;
T3075;Homme;TILLABERY;14,3204466;1,43386583;
T3076;Homme;TILLABERY;14,3204466;1,43386583;
T3077;Homme;TILLABERY;14,3204466;1,43386583;
T3078;Homme;TILLABERY;14,3204466;1,43386583;
T3079;Homme;TILLABERY;14,3204466;1,43386583;
T3080;Homme;TILLABERY;14,3204466;1,43386583;
T3081;Homme;TILLABERY;14,3204466;1,43386583;
T3082;Homme;TILLABERY;14,3204466;1,43386583;
T3083;Homme;TILLABERY;14,3204466;1,43386583;
T3084;Homme;TILLABERY;14,3204466;1,43386583;
T3085;Homme;TILLABERY;14,3204466;1,43386583;
T3086;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3087;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3088;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3089;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3090;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3091;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3092;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3093;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3094;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3095;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3096;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3097;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3098;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3099;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3100;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3101;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3102;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3103;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3104;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3105;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3106;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3107;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3108;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3109;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3110;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3111;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3112;Homme;SALGA GALA KAINA;13,58083333;2,422222222;
T3113;Homme;ZANZAN BARI;12,410606;3,568611111;
T517;Homme;Téra;14,00776;0,75306;
T3115;Homme;ZANZAN BARI;12,410606;3,568611111;
T3116;Homme;ZANZAN BARI;12,410606;3,568611111;
T3117;Homme;ZANZAN BARI;12,410606;3,568611111;
T3118;Homme;ZANZAN BARI;12,410606;3,568611111;
T3119;Homme;ZANZAN BARI;12,410606;3,568611111;
T3120;Homme;ZANZAN BARI;12,410606;3,568611111;
T3121;Homme;ZANZAN BARI;12,410606;3,568611111;
T3122;Homme;ZANZAN BARI;12,410606;3,568611111;
T3123;Homme;ZANZAN BARI;12,410606;3,568611111;
T3124;Homme;ZANZAN BARI;12,410606;3,568611111;
T3125;Homme;ZANZAN BARI;12,410606;3,568611111;
T3126;Homme;ZANZAN BARI;12,410606;3,568611111;
T3127;Homme;ZANZAN BARI;12,410606;3,568611111;
T3128;Homme;ZANZAN BARI;12,410606;3,568611111;
T3130;Homme;ZANZAN BARI;12,410606;3,568611111;
T3131;Homme;ZANZAN BARI;12,410606;3,568611111;
T3132;Homme;ZANZAN BARI;12,410606;3,568611111;
T3133;Homme;ZANZAN BARI;12,410606;3,568611111;
T3134;Homme;ZANZAN BARI;12,410606;3,568611111;
T3135;Homme;ZANZAN BARI;12,410606;3,568611111;
T3136;Homme;ZANZAN BARI;12,410606;3,568611111;
T3137;Homme;ZANZAN BARI;12,410606;3,568611111;
T3138;Homme;ZANZAN BARI;12,410606;3,568611111;
T3139;Homme;ZANZAN BARI;12,410606;3,568611111;
T3140;Femme;TILLABERY;14,3204466;1,43386583;
T3141;Femme;TILLABERY;14,3204466;1,43386583;
T3142;Femme;TILLABERY;14,3204466;1,43386583;
T3143;Femme;TILLABERY;14,3204466;1,43386583;
T1654;Homme;Téra;14,00776;0,75306;
T3145;Homme;TILLABERY;14,3204466;1,43386583;
T3146;Femme;TILLABERY;14,3204466;1,43386583;
T3147;Femme;TILLABERY;14,3204466;1,43386583;
T3148;Femme;TILLABERY;14,3204466;1,43386583;
T3149;Femme;TILLABERY;14,3204466;1,43386583;
T3150;Femme;TILLABERY;14,3204466;1,43386583;
T3151;Femme;TILLABERY;14,3204466;1,43386583;
T3152;Femme;TILLABERY;14,3204466;1,43386583;
T3153;Femme;TILLABERY;14,3204466;1,43386583;
T3154;Femme;TILLABERY;14,3204466;1,43386583;
T3155;Femme;TILLABERY;14,3204466;1,43386583;
T3156;Femme;TILLABERY;14,3204466;1,43386583;
T3157;Femme;TILLABERY;14,3204466;1,43386583;
T3158;Femme;TILLABERY;14,3204466;1,43386583;
T3159;Femme;TILLABERY;14,3204466;1,43386583;
T3160;Femme;TILLABERY;14,3204466;1,43386583;
T3161;Femme;TILLABERY;14,3204466;1,43386583;
T3162;Femme;TILLABERY;14,3204466;1,43386583;
T3163;Femme;TILLABERY;14,3204466;1,43386583;
T3164;Femme;TILLABERY;14,3204466;1,43386583;
T3165;Femme;TILLABERY;14,3204466;1,43386583;
T3166;Femme;TILLABERY;14,3204466;1,43386583;
T3167;Femme;TILLABERY;14,3204466;1,43386583;
T3168;Femme;TILLABERY;14,3204466;1,43386583;
T3169;Femme;TILLABERY;14,3204466;1,43386583;
T3170;Femme;TILLABERY;14,3204466;1,43386583;
T3171;Femme;TILLABERY;14,3204466;1,43386583;
T3172;Femme;TILLABERY;14,3204466;1,43386583;
T3173;Femme;TILLABERY;14,3204466;1,43386583;
T3174;Femme;TILLABERY;14,3204466;1,43386583;
T3175;Femme;TILLABERY;14,3204466;1,43386583;
T3176;Femme;TILLABERY;14,3204466;1,43386583;
T3177;Femme;TILLABERY;14,3204466;1,43386583;
T3178;Femme;TILLABERY;14,3204466;1,43386583;
T3179;Femme;TILLABERY;14,3204466;1,43386583;
T3180;Femme;TILLABERY;14,3204466;1,43386583;
T3181;Femme;TILLABERY;14,3204466;1,43386583;
T3182;Femme;TILLABERY;14,3204466;1,43386583;
T3183;Femme;TILLABERY;14,3204466;1,43386583;
T3184;Femme;TILLABERY;14,3204466;1,43386583;
T3185;Femme;TILLABERY;14,3204466;1,43386583;
T3186;Femme;TILLABERY;14,3204466;1,43386583;
T3187;Femme;TILLABERY;14,3204466;1,43386583;
T3188;Femme;TILLABERY;14,3204466;1,43386583;
T3189;Femme;TILLABERY;14,3204466;1,43386583;
T3190;Femme;TILLABERY;14,3204466;1,43386583;
T3191;Femme;TILLABERY;14,3204466;1,43386583;
T3192;Femme;TILLABERY;14,3204466;1,43386583;
T3193;Femme;TILLABERY;14,3204466;1,43386583;
T3194;Femme;TILLABERY;14,3204466;1,43386583;
T3195;Femme;TILLABERY;14,3204466;1,43386583;
T3196;Femme;TILLABERY;14,3204466;1,43386583;
T3197;Femme;TILLABERY;14,3204466;1,43386583;
T3198;Femme;TILLABERY;14,3204466;1,43386583;
T3199;Femme;TILLABERY;14,3204466;1,43386583;
T3200;Femme;TILLABERY;14,3204466;1,43386583;
T3201;Femme;TILLABERY;14,3204466;1,43386583;
T3202;Femme;TILLABERY;14,3204466;1,43386583;
T3203;Femme;TILLABERY;14,3204466;1,43386583;
T3204;Femme;TILLABERY;14,3204466;1,43386583;
T3205;Femme;TILLABERY;14,3204466;1,43386583;
T3206;Femme;TILLABERY;14,3204466;1,43386583;
T3207;Femme;TILLABERY;14,3204466;1,43386583;
T3208;Femme;TILLABERY;14,3204466;1,43386583;
T3209;Femme;TILLABERY;14,3204466;1,43386583;
T3210;Femme;TILLABERY;14,3204466;1,43386583;
T3211;Femme;TILLABERY;14,3204466;1,43386583;
T3212;Femme;TILLABERY;14,3204466;1,43386583;
T3213;Femme;TILLABERY;14,3204466;1,43386583;
T3214;Femme;TILLABERY;14,3204466;1,43386583;
T3215;Femme;TILLABERY;14,3204466;1,43386583;
T3216;Femme;TILLABERY;14,3204466;1,43386583;
T3217;Femme;TILLABERY;14,3204466;1,43386583;
T3218;Femme;TILLABERY;14,3204466;1,43386583;
T3219;Femme;TILLABERY;14,3204466;1,43386583;
T3220;Homme;TILLABERY;14,3204466;1,43386583;
T3221;Homme;TILLABERY;14,3204466;1,43386583;
T3222;Homme;TILLABERY;14,3204466;1,43386583;
T3223;Femme;TILLABERY;14,3204466;1,43386583;
T3224;Homme;TILLABERY;14,3204466;1,43386583;
T3225;Femme;TILLABERY;14,3204466;1,43386583;
T3227;Homme;TILLABERY;14,3204466;1,43386583;
T3228;Homme;TILLABERY;14,3204466;1,43386583;
T3229;Homme;TILLABERY;14,3204466;1,43386583;
T3230;Homme;TILLABERY;14,3204466;1,43386583;
T3231;Homme;TILLABERY;14,3204466;1,43386583;
T3232;Homme;TILLABERY;14,3204466;1,43386583;
T3233;Homme;TILLABERY;14,3204466;1,43386583;
T3234;Homme;TILLABERY;14,3204466;1,43386583;
T3235;Homme;TILLABERY;14,3204466;1,43386583;
T3236;Homme;TILLABERY;14,3204466;1,43386583;
T3237;Homme;TILLABERY;14,3204466;1,43386583;
T3238;Homme;TILLABERY;14,3204466;1,43386583;
T3239;Homme;TILLABERY;14,3204466;1,43386583;
T3240;Homme;TILLABERY;14,3204466;1,43386583;
T3241;Homme;TILLABERY;14,3204466;1,43386583;
T3242;Homme;TILLABERY;14,3204466;1,43386583;
T3243;Homme;TILLABERY;14,3204466;1,43386583;
T3244;Homme;TILLABERY;14,3204466;1,43386583;
T3245;Homme;TILLABERY;14,3204466;1,43386583;
T3246;Homme;TILLABERY;14,3204466;1,43386583;
T3247;Homme;TILLABERY;14,3204466;1,43386583;
T3248;Homme;TILLABERY;14,3204466;1,43386583;
T3249;Homme;TILLABERY;14,3204466;1,43386583;
T3250;Homme;TILLABERY;14,3204466;1,43386583;
T3251;Homme;TILLABERY;14,3204466;1,43386583;
T3252;Homme;TILLABERY;14,3204466;1,43386583;
T3253;Homme;TILLABERY;14,3204466;1,43386583;
T3254;Homme;TILLABERY;14,3204466;1,43386583;
T3255;Homme;TILLABERY;14,3204466;1,43386583;
T3256;Homme;TILLABERY;14,3204466;1,43386583;
T3257;Homme;TILLABERY;14,3204466;1,43386583;
T3258;Homme;TILLABERY;14,3204466;1,43386583;
T3259;Homme;TILLABERY;14,3204466;1,43386583;
T3260;Homme;TILLABERY;14,3204466;1,43386583;
T3261;Homme;TILLABERY;14,3204466;1,43386583;
T3262;Homme;TILLABERY;14,3204466;1,43386583;
T3263;Homme;TILLABERY;14,3204466;1,43386583;
T3264;Homme;TILLABERY;14,3204466;1,43386583;
T3265;Homme;TILLABERY;14,3204466;1,43386583;
T3266;Homme;TILLABERY;14,3204466;1,43386583;
T3267;Homme;TILLABERY;14,3204466;1,43386583;
T3268;Homme;TILLABERY;14,3204466;1,43386583;
T3269;Homme;TILLABERY;14,3204466;1,43386583;
T3270;Homme;TILLABERY;14,3204466;1,43386583;
T3271;Homme;TILLABERY;14,3204466;1,43386583;
T3272;Homme;TILLABERY;14,3204466;1,43386583;
T3273;Homme;TILLABERY;14,3204466;1,43386583;
T3274;Homme;TILLABERY;14,3204466;1,43386583;
T3275;Homme;TILLABERY;14,3204466;1,43386583;
T3276;Homme;TILLABERY;14,3204466;1,43386583;
T3277;Homme;TILLABERY;14,3204466;1,43386583;
T3278;Homme;TILLABERY;14,3204466;1,43386583;
T3279;Femme;TILLABERY;14,3204466;1,43386583;
